-----------------------------------------------------------------------------------------------------------------------------------------------------
Name                              MW       Cp@298K        H@298K        G@298K        S@298K      Cp@1000K       H@1000K       G@1000K       S@1000K 
     2000.0000     4.9652        121.4175      29.2320       46.0927       8.4572        -72.8114      
     2200.0000     4.9651        122.4104      19.9654       46.5659       9.4502        -82.0780      
     2400.0000     4.9683        123.4037      10.6084       46.9981       10.4435       -91.4351      
     2600.0000     4.9760        124.3981      1.1684        47.3960       11.4378       -100.8750     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NO3
 ====================================================================================================
   Elemental Composition:
     N 1.0000
     O 3.0000
   Formation Enthalpy at 298K =          17.8329 kcal/mol
   Formation Free Gibbs Energy at 298K = -0.1562 kcal/mol
   Molecular Weight =                    62.0040 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      11.2570       17.8554       -0.2770       60.4413       0.0225        -0.1208       
     600.0000      16.1606       22.0574       -19.9134      69.9513       4.2245        -19.7571      
     800.0000      17.5146       25.4455       -34.4069      74.8155       7.6126        -34.2507      
     1000.0000     18.3069       29.0235       -49.7809      78.8043       11.1906       -49.6246      
     1200.0000     18.6751       32.7231       -65.8880      82.1759       14.8902       -65.7318      
     1400.0000     18.9667       36.4884       -82.6200      85.0775       18.6555       -82.4638      
     1600.0000     19.1928       40.3054       -99.8955      87.6256       22.4725       -99.7393      
     1800.0000     19.3637       44.1619       -117.6518     89.8965       26.3290       -117.4956     
     2000.0000     19.4888       48.0478       -135.8392     91.9435       30.2149       -135.6830     
     2200.0000     19.5769       51.9549       -154.4169     93.8054       34.1220       -154.2607     
     2400.0000     19.6357       55.8766       -173.3510     95.5115       38.0437       -173.1948     
     2600.0000     19.6724       59.8077       -192.6127     97.0848       41.9748       -192.4565     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NH
 ====================================================================================================
   Elemental Composition:
     N 1.0000
     H 1.0000
   Formation Enthalpy at 298K =          85.7430 kcal/mol
   Formation Free Gibbs Energy at 298K = 72.8378 kcal/mol
   Molecular Weight =                    15.0150 kg/kmol
 -----------------------------------------------------------------------------------------------------
   Temperature       Cp             H             G            S             DH            DG         
       [K]       [cal/mol/K]    [kcal/mol]    [kcal/mol]  [cal/(mol-K)]  [kcal/mol]     [kcal/mol]    
 -----------------------------------------------------------------------------------------------------
     300.0000      6.9765        85.7569       72.7511       43.3527       0.0140        -0.0867       
     600.0000      7.0455        87.8551       58.9363       48.1980       2.1121        -13.9015      
     800.0000      7.2243        89.2803       49.0829       50.2468       3.5373        -23.7550      
     1000.0000     7.4744        90.7497       38.8645       51.8852       5.0068        -33.9733      
     1200.0000     7.7331        92.2710       28.3454       53.2714       6.5280        -44.4924      
     1400.0000     7.9615        93.8410       17.5677       54.4809       8.0980        -55.2701      
     1600.0000     8.1644        95.4539       6.5619        55.5575       9.7109        -66.2759      
     1800.0000     8.3460        97.1053       -4.6484       56.5298       11.3623       -77.4862      
     2000.0000     8.5104        98.7912       -16.0445      57.4178       13.0482       -88.8823      
     2200.0000     8.6609        100.5085      -27.6109      58.2361       14.7655       -100.4487     
     2400.0000     8.8006        102.2548      -39.3350      58.9958       16.5118       -112.1728     
     2600.0000     8.9322        104.0282      -51.2059      59.7054       18.2852       -124.0437     
 -----------------------------------------------------------------------------------------------------


 ====================================================================================================
   THERMO TABLE FOR MOLECULE NNH
 ====================================================================================================
   Elemental Composition:
     N 2.0000
     H 1.0000
   Formation Enthalpy at 298K =          59.6204 kcal/mol
   Formation Free Gibbs Energy at 298K = 43.6331 kcal/mol
